Company,Sector,State,City,Roles,LinkedIn,Website
5ire,General,India,Dubai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/5ire,https://www.5ire.org
Zudio,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/zudio,https://www.zudio.com/
Applied Materials India,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/applied-materials-india,N/A
Duroflex,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/duroflex,https://stores.duroflexworld.com/
Duroflex,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/duroflex,https://www.duroflexworld.com/
Just Travel,General,India,Patna,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/just-travel,https://justtravel.co.in
Adani Electricity Mumbai,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/adani-electricity-mumbai,https://www.adanielectricity.com
HexaHealth,Healthcare,India,N/A,"Doctor, Nurse, Lab Technician, Pharmacist, Medical Officer",https://www.linkedin.com/company/hexahealth,N/A
Konoklota Mahila Bank,General,India,Jorhat,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/konoklota-mahila-bank,http://konoklotamahilabank.org/
MCB Exports,General,India,Jodhpur,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/mcb-exports,https://www.mcbexports.com/
ASTNT Media,General,India,India,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/astnt-media,https://astnt.media/
Aaroh,Information Technology,India,Bikaner,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/aaroh,http://www.aaroh.co.in
Eviden,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/eviden,https://eviden.com/
Ultraviolette Automotive,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/ultraviolette-automotive,https://www.ultraviolette.com
MeedAI,General,India,Entplex,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/meedai,N/A
Eviden,Information Technology,India,N/A,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/eviden,https://eviden.com/
Cyber Olympiad Foundation,Information Technology,India,New Delhi,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/cyber-olympiad-foundation,https://www.cyberolympiad.in
Gaurav x Cricket,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/gaurav-x-cricket,https://gauravprediction.com
Garapati Autoventures Private Limited,Automotive,India,Vijayawada,"Design Engineer, Production Engineer, Quality Engineer, Sales Engineer",https://www.linkedin.com/company/garapati-autoventures-private-limited,https://www.garapatitata.com
Host.co.in,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/host-co-in,N/A
Aaroh,Information Technology,India,Bikaner,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/aaroh,http://www.aaroh.co.in
Eviden,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/eviden,https://eviden.com/
ACB (India) Limited,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/acb-india-limited,http://www.acbindia.com/
Hello Health Group,Healthcare,India,Singapore,"Doctor, Nurse, Lab Technician, Pharmacist, Medical Officer",https://www.linkedin.com/company/hello-health-group,https://hellobacsi.com/
Hello Health Group,Healthcare,India,Singapore,"Doctor, Nurse, Lab Technician, Pharmacist, Medical Officer",https://www.linkedin.com/company/hello-health-group,https://hellodoctor.com.ph/
Hello Health Group,Healthcare,India,Singapore,"Doctor, Nurse, Lab Technician, Pharmacist, Medical Officer",https://www.linkedin.com/company/hello-health-group,https://hellodoktor.com/
Hello Health Group,Healthcare,India,Singapore,"Doctor, Nurse, Lab Technician, Pharmacist, Medical Officer",https://www.linkedin.com/company/hello-health-group,https://hellohealthgroup.com/
Hello Health Group,Healthcare,India,Singapore,"Doctor, Nurse, Lab Technician, Pharmacist, Medical Officer",https://www.linkedin.com/company/hello-health-group,https://hellosehat.com/
Hello Health Group,Healthcare,India,Singapore,"Doctor, Nurse, Lab Technician, Pharmacist, Medical Officer",https://www.linkedin.com/company/hello-health-group,https://helloyishi.com.tw/
Bajaj Energy,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/bajaj-energy,https://bajajenergy.com/
Westside,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/westside,https://www.westside.com
EntryKing,General,Maharashtra,Pune,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/entryking,https://www.entryking.com/
Space Kidz India,Information Technology,India,N/A,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/space-kidz-india,https://www.spacekidzindia.in/
Pennar Industries Ltd,Steel & Metals,India,Patancheru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/pennar-industries-ltd,https://www.pennarindia.com
GD Goenka Group,General,India,New Delhi,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/gd-goenka-group,http://www.goenkaglobal.com/
Prescience Insilico,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/prescience-insilico,N/A
Filmymantra,Media & Entertainment,Maharashtra,Mumbai,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/filmymantra,https://filmymantra.com
CTLG,Media & Entertainment,India,N/A,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/ctlg,https://www.ctlg.in/
GoodDot,Food & Beverage,India,N/A,"Food Technologist, Production Manager, Quality Control Executive",https://www.linkedin.com/company/gooddot,https://gooddot.in/
Carry Trends,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/carry-trends,https://carrytrends.shop/
Dhani,Healthcare,India,New Delhi,"Doctor, Nurse, Lab Technician, Pharmacist, Medical Officer",https://www.linkedin.com/company/dhani,https://www.dhani.com/
Attero Recycling,General,India,Banipate Banartpur,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/attero-recycling,https://attero.in/
Binmile,General,India,Banipate Banartpur,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/binmile,https://binmile.com
Kanchan Fashion,Media & Entertainment,India,Chandni Chowk,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/kanchan-fashion,https://www.kanchanfashion.com/
Jio Financial,Banking & Finance,Maharashtra,Mumbai,"Relationship Manager, Credit Analyst, Risk Analyst, Branch Manager, Financial Analyst",https://www.linkedin.com/company/jio-financial,N/A
Trans Home Packers & Movers,General,Haryana,Gurgaon,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/trans-home-packers-movers,https://www.transhomepackers.com/
Vaidam Health,Healthcare,Haryana,Gurgaon,"Doctor, Nurse, Lab Technician, Pharmacist, Medical Officer",https://www.linkedin.com/company/vaidam-health,https://www.vaidam.com/
TIGI HR,General,India,Gandhinagar,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/tigi-hr,https://tigihr.com/
Just Bake,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/just-bake,https://www.justbake.in/
Heads Up For Tails,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/heads-up-for-tails,https://headsupfortails.com/
Petrichor Investments,Media & Entertainment,Telangana,Hyderabad,"Content Producer, Editor, Marketing Executive, Social Media Manager",https://www.linkedin.com/company/petrichor-investments,https://www.petrichorinvestments.in/
Swords Rebel,Information Technology,India,Punjab,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/swords-rebel,https://www.swordsrebel.shop
Wedding Banquets,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/wedding-banquets,https://weddingz.in/
Patel,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/patel,https://patel-india.com/
Mynvax (India),General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/mynvax-india,https://www.mynvax.com
OM Logistics,Logistics & Supply Chain,India,New Delhi,"Warehouse Manager, Logistics Executive, Supply Chain Analyst, Operations Manager",https://www.linkedin.com/company/om-logistics,https://omlogistics.co.in/
Ritco Travels,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/ritco-travels,https://www.ritcotravels.com/
Lapcare,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/lapcare,https://www.lapcare.com
Snehvardhan Prakashan,General,Maharashtra,Pune,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/snehvardhan-prakashan,N/A
HAP daily,Food & Beverage,India,N/A,"Food Technologist, Production Manager, Quality Control Executive",https://www.linkedin.com/company/hap-daily,https://www.hapdaily.com/
24 Seven,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/24-seven,https://www.24-seven.in/
Five Star Chicken,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/five-star-chicken,https://fivestarchicken.com/
"Abulolai Press, Agra",Education,India,Agra,"Teacher, Academic Coordinator, Education Counselor",https://www.linkedin.com/company/abulolai-press-agra,N/A
Apollo Diagnostics,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/apollo-diagnostics,https://apollodiagnostics.in
Akshta Prakashan,General,Maharashtra,Pune,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/akshta-prakashan,N/A
Triorama AI,Information Technology,India,San Francisco,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/triorama-ai,https://triorama.ai/
Hindware Smart Appliances,General,Haryana,Gurgaon,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/hindware-smart-appliances,https://www.hindwareappliances.com/
Hostagram,General,Karnataka,Bengaluru,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/hostagram,https://hostagram.in/
Penda,General,Tamil Nadu,Chennai,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/penda,https://penda.in/
Eco Luxe decor,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/eco-luxe-decor,https://ecoluxedecor.com/
Reliance Trends,Retail,India,N/A,"Store Manager, Category Manager, Merchandiser, Sales Executive",https://www.linkedin.com/company/reliance-trends,https://reliancetrends.com/
Kaavios,General,Maharashtra,Pune,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/kaavios,https://www.kaavios.com/
Bolt Earth,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/bolt-earth,https://bolt.earth/
Indian Terrain,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/indian-terrain,https://www.indianterrain.com
Redtaxi,Information Technology,India,Coimbatore,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/redtaxi,https://www.redtaxi.co.in/
Nails Spa,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/nails-spa,https://nailspaindia.com/
M2P,Biotechnology,Tamil Nadu,Chennai,"Research Scientist, Lab Technician, Bioprocess Engineer",https://www.linkedin.com/company/m2p,https://m2pfintech.com
Mumma's Life,Information Technology,India,N/A,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/mumma-s-life,https://mummaslife.com/
SF Batteries,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/sf-batteries,https://www.sfbatteries.in/
The Belgian Waffle Co,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/the-belgian-waffle-co,https://thebelgianwaffle.co/
Agrani Prakashan,General,India,Aurangabad,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/agrani-prakashan,N/A
C. K. Mullick & CO.,General,West Bengal,Kolkata,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/c-k-mullick-co,N/A
Boss Air Curtain,General,India,N/A,"Operations, Admin, HR, Marketing, Support Staff",https://www.linkedin.com/company/boss-air-curtain,https://bossaircurtain.com/
Bloom Hotel,Information Technology,India,N/A,"Software Engineer, QA Engineer, Data Engineer, DevOps, Product Manager, Business Analyst",https://www.linkedin.com/company/bloom-hotel,https://staybloom.com
